ULT_SUST_DEF,TALLA_INI_MIN,TALLA_FIN_MAX,MAR_CVE_N,MARCA,MODELO,COL_CVE_N,COLOR,CORRIDAS,DIV_CVE_N,DIVISION,SEC_CVE_N,SECCION,SBC_CVE_N,SUBCATEGORIA,CAT_CVE_N,CATEGORIA,FPLG_CVE_N,FAMILIA
823137,0.5,3.5,5667,UGLY DUCK,3370,924,VINO,XB,2,ROPA,3,CABALLERO,65,CHAMARRA,63,ROPA ABRIGADORA,112,CASUAL (112)
823145,0.5,3.5,5667,UGLY DUCK,ZC24,22911,CAMO CHOCOLATE,XB,2,ROPA,3,CABALLERO,65,CHAMARRA,63,ROPA ABRIGADORA,141,PU (141)
822559,1,8,4725,AGLORY LIMITED,ML17,366,BEIGE,XF,2,ROPA,5,DAMA,29,BATA,71,ROPA PARA DORMIR,136,PELUCHE (136)
822558,1,8,4725,AGLORY LIMITED,ML13,924,VINO,XF,2,ROPA,5,DAMA,209,PIJAMA,71,ROPA PARA DORMIR,380,PANTALON (380)
822561,1,8,4725,AGLORY LIMITED,ML19,1163,PALO DE ROSA,XF,2,ROPA,5,DAMA,29,BATA,71,ROPA PARA DORMIR,136,PELUCHE (136)
822569,1,8,5636,YICHEN,DA01,839,ROSA,XF,2,ROPA,5,DAMA,162,MAMELUCO,71,ROPA PARA DORMIR,136,PELUCHE (136)
822557,1,8,4725,AGLORY LIMITED,ML12,2534,MARINO,XF,2,ROPA,5,DAMA,209,PIJAMA,71,ROPA PARA DORMIR,1691,2 PIEZAS (1691)
822565,1,8,4725,AGLORY LIMITED,C004,1163,PALO DE ROSA,XF,2,ROPA,5,DAMA,197,PANTALON,71,ROPA PARA DORMIR,385,PROMO (385)
822553,1,8,4725,AGLORY LIMITED,ML08,839,ROSA,XF,2,ROPA,5,DAMA,209,PIJAMA,71,ROPA PARA DORMIR,380,PANTALON (380)
822570,1,8,5636,YICHEN,DA02,501,GRIS,XF,2,ROPA,5,DAMA,162,MAMELUCO,71,ROPA PARA DORMIR,136,PELUCHE (136)
822571,1,8,5636,YICHEN,DA03,366,BEIGE,XF,2,ROPA,5,DAMA,162,MAMELUCO,71,ROPA PARA DORMIR,136,PELUCHE (136)
822560,1,8,4725,AGLORY LIMITED,ML33,839,ROSA,XF,2,ROPA,5,DAMA,29,BATA,71,ROPA PARA DORMIR,136,PELUCHE (136)
822562,1,8,4725,AGLORY LIMITED,ML18,1341,GRIS JASPE,XF,2,ROPA,5,DAMA,29,BATA,71,ROPA PARA DORMIR,136,PELUCHE (136)
823405,1,23,4800,MAGIC CLOTHING,5085,501,GRIS,U2,2,ROPA,5,DAMA,133,JEANS,64,ROPA CASUAL,141,PU (141)
823407,1,23,4800,MAGIC CLOTHING,5085,5377,NEGRO/DORADO,U2,2,ROPA,5,DAMA,133,JEANS,64,ROPA CASUAL,141,PU (141)
823404,1,23,4800,MAGIC CLOTHING,5085,3983,CAMUFLAJE,U2,2,ROPA,5,DAMA,133,JEANS,64,ROPA CASUAL,141,PU (141)
823409,1,23,4800,MAGIC CLOTHING,5088,924,VINO,U2,2,ROPA,5,DAMA,133,JEANS,64,ROPA CASUAL,141,PU (141)
823421,1,23,4800,MAGIC CLOTHING,5085,1928,CARAMELO,U2,2,ROPA,5,DAMA,133,JEANS,64,ROPA CASUAL,141,PU (141)
821184,8,25,4072,B-ZAAZ,1412,11433,PEONIA/NEGRO,YD,1,CALZADO,8,NIÑA,66,CHOCLO,78,TENIS CASUAL URBANO,1800,URBANO (1800)
821980,21,28,7519,RENDA,8620,382,CAFE,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1666,BN TACON ALTO (1666)
822245,1,23,4800,MAGIC CLOTHING,3933,839,ROSA,U2,2,ROPA,5,DAMA,197,PANTALON,64,ROPA CASUAL,380,PANTALON (380)
824585,24,32,1314,VERTICAL,2230,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,78,TENIS CASUAL URBANO,1744,URBANO CASUAL CHOCLO AGUJETA (1744)
824605,0.5,3.5,4977,BOSLINE,2905,812,REY,XB,2,ROPA,3,CABALLERO,65,CHAMARRA,63,ROPA ABRIGADORA,128,NYLON CORTO (128)
824606,0.5,3.5,4977,BOSLINE,2905,825,ROJO,XB,2,ROPA,3,CABALLERO,65,CHAMARRA,63,ROPA ABRIGADORA,128,NYLON CORTO (128)
824607,0.5,3.5,4977,BOSLINE,2904,6339,MARINO/BLANCO/ROJO,XB,2,ROPA,3,CABALLERO,64,CHALECO,63,ROPA ABRIGADORA,131,NYLON LIGERO (131)
824773,48,48,7568,EL OLIVO,XILC,4100,VARIOS,98,8,GENERALES,33,CAFETERIA/COMEDOR,455,PALETAS,115,CONGELADOS,,
824781,1,13,4725,AGLORY LIMITED,MG09,1515,CORAL,XO,2,ROPA,8,NIÑA,162,MAMELUCO,71,ROPA PARA DORMIR,136,PELUCHE (136)
824800,1,8,5142,QINGDAO BAOSD,Q100,2179,BLANCO,X7,2,ROPA,1,BEBA,268,SWEATER,63,ROPA ABRIGADORA,354,LISO (354)
824771,48,48,7568,EL OLIVO,AXIL,4100,VARIOS,98,8,GENERALES,33,CAFETERIA/COMEDOR,455,PALETAS,115,CONGELADOS,,
824774,48,48,7568,EL OLIVO,XIMC,4100,VARIOS,98,8,GENERALES,33,CAFETERIA/COMEDOR,455,PALETAS,115,CONGELADOS,,
824775,48,48,7568,EL OLIVO,XITC,4100,VARIOS,98,8,GENERALES,33,CAFETERIA/COMEDOR,455,PALETAS,115,CONGELADOS,,
824772,48,48,7568,EL OLIVO,AXIM,4100,VARIOS,98,8,GENERALES,33,CAFETERIA/COMEDOR,455,PALETAS,115,CONGELADOS,,
824807,1,8,5142,QINGDAO BAOSD,QN54,924,VINO,X7,2,ROPA,1,BEBA,268,SWEATER,63,ROPA ABRIGADORA,108,APLICACIONES (108)
824810,1,8,5142,QINGDAO BAOSD,3720,2470,ROSA CLARO,X7,2,ROPA,1,BEBA,268,SWEATER,63,ROPA ABRIGADORA,1694,FORRADO (1694)
821061,21,28,5358,NUV WALK,1005,2179,BLANCO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,234,SAND PLAT ALTO BOTIN (234)
821066,21,28,4660,MODEL´S,2001,10208,NEGRO/LEOPARDO,U5,1,CALZADO,5,DAMA,244,SANDALIA,83,VESTIR,2000,SAND KIT TACON TALON C/PULSERA (2000)
824514,21,28,4563,XIAMEN C&D,245W,924,VINO,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,,
824511,21,28,5578,ADORGLOBAL,960A,382,CAFE,U5,1,CALZADO,5,DAMA,42,BOTA,78,TENIS CASUAL URBANO,,
824510,21,28,5578,ADORGLOBAL,960A,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,78,TENIS CASUAL URBANO,1800,URBANO (1800)
825179,24,32,1396,ITAL MODA,8942,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,42,BOTA,12,CASUAL,1700,CASUAL BN CHUKKA (1700)
825192,24,32,407,GARCIS,7513,10547,NEGRO/FERRERO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1707,CASUAL SPORT CHOCLO AGUJETA (1707)
825209,24,32,4582,COMERCER,CEAU,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721,HIKER BN AGUJETA (1721)
825212,24,32,4558,DISTRIBUIDORA GRUPAR,2801,467,COGÑAC,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,78,TENIS CASUAL URBANO,1744,URBANO CASUAL CHOCLO AGUJETA (1744)
821047,21,28,336,STELLA,2181,4970,NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,83,VESTIR,23,SAND MEDIA PLAT DELG TALON C/P (23)
821427,8,25,7515,FEILU,6681,22887,ROSA GLITTER,YD,1,CALZADO,8,NIÑA,42,BOTA,126,LLUVIA,,
821416,8,25,7515,FEILU,T185,4121,ROSA FLORES,YD,1,CALZADO,8,NIÑA,42,BOTA,126,LLUVIA,,
821424,8,25,7516,JADE,C662,22882,AZUL DINOSAURIO,YE,1,CALZADO,9,NIÑO,42,BOTA,126,LLUVIA,,
821413,8,25,7516,JADE,C662,22880,ROSA UNICORNIO,YD,1,CALZADO,8,NIÑA,42,BOTA,126,LLUVIA,,
823069,1,8,4516,MA SOURCING,3130,1997,AZUL MARINO,XF,2,ROPA,5,DAMA,216,PLAYERA,64,ROPA CASUAL,373,MANGA LARGA BASICA (373)
823078,21,28,5161,FIGUERAS,L873,1601,WHISKY,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1682,BXL TACON ALTO (1682)
823077,21,28,5161,FIGUERAS,L873,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1682,BXL TACON ALTO (1682)
823081,21,28,5161,FIGUERAS,G223,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1661,BC TACON ALTO (1661)
823082,21,28,5161,FIGUERAS,2212,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1678,ESCOTADO TACON ALTO (1678)
823080,21,28,5161,FIGUERAS,1166,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1663,BN/BC TACON MEDIO DELG FORRADO (1663)
821309,24,32,3668,COLLEC,2465,1273,PLUMBAGO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,78,TENIS CASUAL URBANO,1784,CLASICO VULCANIZADO (1784)
821308,24,32,3668,COLLEC,2475,4082,GRIS OXFORD,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,78,TENIS CASUAL URBANO,1784,CLASICO VULCANIZADO (1784)
823920,0.5,3.5,4934,SHAOXING NEWTEX,RDAN,2021,AMARILLO,XB,2,ROPA,3,CABALLERO,266,SUDADERA,63,ROPA ABRIGADORA,320,CERRADA CON CAPUCHA (320)
823921,0.5,3.5,4934,SHAOXING NEWTEX,7203,382,CAFE,XB,2,ROPA,3,CABALLERO,266,SUDADERA,63,ROPA ABRIGADORA,323,CIERRES (323)
823922,1,8,4952,DREAM,2039,366,BEIGE,XF,2,ROPA,5,DAMA,469,ENSAMBLE,64,ROPA CASUAL,141,PU (141)
820700,24,44,4502,LORELL,1979,7305,MARINO/IVORY,Y7,2,ROPA,5,DAMA,492,TUNICA,64,ROPA CASUAL,326,CONTEMPORANEO (326)
820763,21,28,3426,PRETTY,1695,2021,AMARILLO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,268,SAND PLAT C/TACON TRABA T (268)
820762,21,28,3426,PRETTY,1744,1368,CAMEL,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,268,SAND PLAT C/TACON TRABA T (268)
820955,21,28,1941,HABANA JOAN,9216,467,COGÑAC,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,246,SAND PISO ROMANO (246)
821578,21,28,1515,BREAKERS,600,8630,GRIS/MENTA,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1779,SPORT (1779)
821575,21,28,3697,OTZI,1064,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1784,CLASICO VULCANIZADO (1784)
825216,24,32,4270,PBF,0427,571,MIEL,U3,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721,HIKER BN AGUJETA (1721)
825214,24,32,4270,PBF,8500,376,BRONCE,U3,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721,HIKER BN AGUJETA (1721)
825224,24,32,7569,MICHEL DOMIT,4201,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1707,CASUAL SPORT CHOCLO AGUJETA (1707)
825225,24,32,7569,MICHEL DOMIT,6V01,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,42,BOTA,12,CASUAL,1706,CASUAL SPORT BN CHUKKA (1706)
825223,24,32,7569,MICHEL DOMIT,9101,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1707,CASUAL SPORT CHOCLO AGUJETA (1707)
825242,21,28,369,VICENZA,1462,924,VINO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,192,MOCASIN CONFORT (192)
825246,1,14,4516,MA SOURCING,NP92,3259,KHAKI/OLIVO,XY,2,ROPA,9,NIÑO,197,PANTALON,64,ROPA CASUAL,730,JOGGER LISO (730)
825222,24,32,4270,PBF,S200,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1744,URBANO CASUAL CHOCLO AGUJETA (1744)
825229,24,32,7569,MICHEL DOMIT,2Z18,1044,MAPLE,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1701,CASUAL CHOCLO AGUJETA (1701)
825264,28,46,4800,MAGIC CLOTHING,2720,4022,STONE MEDIO,YO,2,ROPA,3,CABALLERO,133,JEANS,64,ROPA CASUAL,387,REGULAR (387)
825268,28,46,4800,MAGIC CLOTHING,2720,4970,NEGRO,YO,2,ROPA,3,CABALLERO,133,JEANS,64,ROPA CASUAL,387,REGULAR (387)
825280,20,28,2403,STEFANY ROSH,1029,4970,NEGRO,YF,1,CALZADO,10,TEENS,66,CHOCLO,12,CASUAL,,
825281,20,28,2403,STEFANY ROSH,1028,4970,NEGRO,YF,1,CALZADO,10,TEENS,66,CHOCLO,12,CASUAL,,
825291,8,25,3141,STIFANY,1001,23005,ROSA/ACERO,YD,1,CALZADO,8,NIÑA,66,CHOCLO,12,CASUAL,,
820849,8,25,529,PANAM,0436,7441,BLANCO/AZUL/ROJO,YE,1,CALZADO,9,NIÑO,66,CHOCLO,78,TENIS CASUAL URBANO,,
823142,0.5,3.5,5667,UGLY DUCK,STAR,11113,CAMO,XB,2,ROPA,3,CABALLERO,65,CHAMARRA,63,ROPA ABRIGADORA,141,PU (141)
823144,0.5,3.5,5667,UGLY DUCK,ZB01,4970,NEGRO,XB,2,ROPA,3,CABALLERO,65,CHAMARRA,63,ROPA ABRIGADORA,141,PU (141)
823136,0.5,3.5,5667,UGLY DUCK,0627,22914,NEGRO/CAMO,XB,2,ROPA,3,CABALLERO,65,CHAMARRA,63,ROPA ABRIGADORA,112,CASUAL (112)
823140,0.5,3.5,5667,UGLY DUCK,GS94,796,OLIVO,XB,2,ROPA,3,CABALLERO,65,CHAMARRA,63,ROPA ABRIGADORA,141,PU (141)
823141,0.5,3.5,5667,UGLY DUCK,RJ21,1287,TOPO,XB,2,ROPA,3,CABALLERO,65,CHAMARRA,63,ROPA ABRIGADORA,112,CASUAL (112)
823204,1,23,5052,EUROPE SOURCES,BDA2,4970,NEGRO,U2,2,ROPA,5,DAMA,133,JEANS,64,ROPA CASUAL,368,MODA (368)
823203,1,23,5052,EUROPE SOURCES,BK55,4013,INDIGO,U2,2,ROPA,5,DAMA,133,JEANS,64,ROPA CASUAL,368,MODA (368)
823202,1,23,5052,EUROPE SOURCES,CH5D,2534,MARINO,U2,2,ROPA,5,DAMA,133,JEANS,64,ROPA CASUAL,109,BASICO (109)
823207,1,23,5052,EUROPE SOURCES,Z201,4970,NEGRO,U2,2,ROPA,5,DAMA,133,JEANS,64,ROPA CASUAL,368,MODA (368)
823206,1,23,5052,EUROPE SOURCES,9035,9044,STONE CLARO,U2,2,ROPA,5,DAMA,133,JEANS,64,ROPA CASUAL,109,BASICO (109)
823205,1,23,5052,EUROPE SOURCES,GS25,4022,STONE MEDIO,U2,2,ROPA,5,DAMA,133,JEANS,64,ROPA CASUAL,368,MODA (368)
823290,21,28,5578,ADORGLOBAL,206A,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,33,HIKER,,
823281,21,28,5039,KENBOO,M066,2534,MARINO,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1800,URBANO (1800)
186267,22,27,5240,SPEKIO,4444,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,5,BN BOCA PES TAC MED ANCHO (5)
186276,22,27,842,SARAH SERGEI,5526,560,MARRON,SI,1,CALZADO,5,DAMA,287,ZAPATILLA,83,VESTIR,169,BN MEDIA PLAT C/TACON ALTO (169)
186284,22,27,322,SEDUCTA,604,4970,NEGRO,SI,1,CALZADO,5,DAMA,525,MEDIA PLATAFORMA,12,CASUAL,194,MOCASIN PLATAFORMA (194)
185850,25,32,5576,BOLLY,387X,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1792,OUTDOOR (1792)
185851,25,32,5576,BOLLY,387X,796,OLIVO,CI,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1792,OUTDOOR (1792)
185852,25,32,4563,XIAMEN C&D,20MB,501,GRIS,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,78,TENIS CASUAL URBANO,1779,SPORT (1779)
185853,25,32,4563,XIAMEN C&D,20MB,2534,MARINO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,78,TENIS CASUAL URBANO,1779,SPORT (1779)
185858,22,27,4563,XIAMEN C&D,16WA,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1804,CHUNKY (1804)
820797,48,48,5044,CARMEN,C117,1987,MULTICOLOR,98,6,JUGUETES,20,JUEGOS,253,SET DE JUEGOS Y FIGURAS,55,PREESCOLAR,,
820798,48,48,5044,CARMEN,C119,1987,MULTICOLOR,98,6,JUGUETES,20,JUEGOS,253,SET DE JUEGOS Y FIGURAS,55,PREESCOLAR,,
820800,48,48,5044,CARMEN,C121,1987,MULTICOLOR,98,6,JUGUETES,20,JUEGOS,253,SET DE JUEGOS Y FIGURAS,55,PREESCOLAR,,
820801,48,48,5044,CARMEN,C118,1987,MULTICOLOR,98,5,CUIDADO PERSONAL,14,BELLEZA,281,UÑAS,19,COSMETICO,786,ESMALTE (786)
820799,48,48,5044,CARMEN,C120,1987,MULTICOLOR,98,6,JUGUETES,20,JUEGOS,253,SET DE JUEGOS Y FIGURAS,55,PREESCOLAR,,
822342,1,8,4725,AGLORY LIMITED,JUNE,1559,MORADO,XF,2,ROPA,5,DAMA,65,CHAMARRA,63,ROPA ABRIGADORA,133,OSOS (133)
822340,1,8,4725,AGLORY LIMITED,DOUB,5695,MARINO/ROSA,XF,2,ROPA,5,DAMA,65,CHAMARRA,63,ROPA ABRIGADORA,133,OSOS (133)
822343,1,8,4725,AGLORY LIMITED,LAMA,501,GRIS,XF,2,ROPA,5,DAMA,65,CHAMARRA,63,ROPA ABRIGADORA,133,OSOS (133)
825312,21,28,4814,LADY CORVET,1030,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,564,TENIS URBANO AGUJETA (564)
825301,21,28,5530,CALZADO ETNIA,1040,11387,CIRCONIA,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,257,PLATAFORMA (257)
825299,21,28,5212,G1,048,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,567,TENIS URBANO CERRADO (567)
825310,21,28,4814,LADY CORVET,1030,3112,RUBOR,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,564,TENIS URBANO AGUJETA (564)
825304,21,28,899,DORIS,4232,4970,NEGRO,U5,1,CALZADO,5,DAMA,525,MEDIA PLATAFORMA,17,CONFORT,257,PLATAFORMA (257)
825311,21,28,4814,LADY CORVET,1030,924,VINO,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,564,TENIS URBANO AGUJETA (564)
825315,21,28,5359,LYKOS,1303,3237,ORO/ROSA,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,554,MOCASIN SUELA CORRIDA (554)
179182,22,27,1042,MILAGROS,7800,2500,ACERO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,177,CHOCLO AGUJETA TACON MEDIO (177)
179183,22,27,1042,MILAGROS,7405,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,178,CHOCLO AGUJETA TACON PREACA (178)
823287,21,28,5578,ADORGLOBAL,303A,839,ROSA,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1800,URBANO (1800)
823282,21,28,5039,KENBOO,M036,839,ROSA,U5,1,CALZADO,5,DAMA,85,CORRER,79,TENIS DEPORTIVO,1800,URBANO (1800)
823283,21,28,5039,KENBOO,W026,4970,NEGRO,U5,1,CALZADO,5,DAMA,51,CAMINAR,79,TENIS DEPORTIVO,,
823279,24,32,5039,KENBOO,M070,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,51,CAMINAR,79,TENIS DEPORTIVO,,
823289,21,28,5578,ADORGLOBAL,206A,796,OLIVO,U5,1,CALZADO,5,DAMA,42,BOTA,33,HIKER,,
823274,21,28,4563,XIAMEN C&D,GT01,2179,BLANCO,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,,
823275,21,28,4563,XIAMEN C&D,78WA,839,ROSA,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1804,CHUNKY (1804)
823276,21,28,4563,XIAMEN C&D,77WA,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,1804,CHUNKY (1804)
823300,1,8,5394,HANTON,6938,5389,VERDE/BEIGE,XF,2,ROPA,5,DAMA,198,PANTS,68,ROPA DEPORTIVA,117,DEPORTIVO (117)
186380,22,27,899,DORIS,4226,4970,NEGRO,SI,1,CALZADO,5,DAMA,525,MEDIA PLATAFORMA,12,CASUAL,257,PLATAFORMA (257)
186387,18,23,4049,FUSION URBANA,5001,1652,PLATA/ROSA,HX,1,CALZADO,8,NIÑA,490,BALLERINA,12,CASUAL,0,
186389,22,27,395,PIETRO ALESSANDRO,1518,10945,FRAPPE,SI,1,CALZADO,5,DAMA,287,ZAPATILLA,83,VESTIR,608,ZAP PULS MED INT C/TAC MED (608)
186390,22,27,395,PIETRO ALESSANDRO,1518,4970,NEGRO,SI,1,CALZADO,5,DAMA,287,ZAPATILLA,83,VESTIR,608,ZAP PULS MED INT C/TAC MED (608)
186391,22,27,395,PIETRO ALESSANDRO,1706,1368,CAMEL,SI,1,CALZADO,5,DAMA,287,ZAPATILLA,83,VESTIR,607,ZAP PULS MED INT C/TAC ALTO (607)
186392,22,27,395,PIETRO ALESSANDRO,1706,4970,NEGRO,SI,1,CALZADO,5,DAMA,287,ZAPATILLA,83,VESTIR,607,ZAP PULS MED INT C/TAC ALTO (607)
186423,22,27,556,CALZA LINDA,7100,1368,CAMEL,SI,1,CALZADO,5,DAMA,287,ZAPATILLA,83,VESTIR,168,BN BOCA PES PLAT C/TAC DELG (168)
186430,22,27,556,CALZA LINDA,7100,4970,NEGRO,SI,1,CALZADO,5,DAMA,287,ZAPATILLA,83,VESTIR,168,BN BOCA PES PLAT C/TAC DELG (168)
821118,8,25,41,BUBBLE GUMMERS,AKII,5027,NEGRO/BLANCO,YE,1,CALZADO,9,NIÑO,66,CHOCLO,78,TENIS CASUAL URBANO,1800,URBANO (1800)
821120,8,25,41,BUBBLE GUMMERS,HIT,3112,RUBOR,YD,1,CALZADO,8,NIÑA,66,CHOCLO,78,TENIS CASUAL URBANO,1800,URBANO (1800)
821113,8,25,4814,LADY CORVET,2613,3129,NEGRO/ROJO,YE,1,CALZADO,9,NIÑO,66,CHOCLO,78,TENIS CASUAL URBANO,1800,URBANO (1800)
821112,8,25,4814,LADY CORVET,1311,1406,ROSA/LILA,YD,1,CALZADO,8,NIÑA,66,CHOCLO,78,TENIS CASUAL URBANO,1800,URBANO (1800)
821130,21,28,4559,LADY ONE,4212,10927,ORO ROSA/NEGRO,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,198,SAND KIT PISO PULSERA (198)
821718,21,28,2836,CREAM SODA,04LP,8825,ORO ROSADO,U5,1,CALZADO,5,DAMA,66,CHOCLO,33,HIKER,1804,CHUNKY (1804)
822089,21,28,293,PUMA,3502,2179,BLANCO,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,,
822092,21,28,293,PUMA,5702,4970,NEGRO,U5,1,CALZADO,5,DAMA,85,CORRER,79,TENIS DEPORTIVO,1800,URBANO (1800)
824839,48,48,616,ADIDAS,4825,4970,NEGRO,98,7,JOYERIA Y ACCESORIOS,3,CABALLERO,25,BACKPACK,48,MOCHILA/MORRAL/MALETA,836,BACK PACK (836)
824844,48,48,616,ADIDAS,1991,5695,MARINO/ROSA,98,7,JOYERIA Y ACCESORIOS,3,CABALLERO,25,BACKPACK,48,MOCHILA/MORRAL/MALETA,836,BACK PACK (836)
825335,48,48,2227,SKYTEX,7703,1987,MULTICOLOR,98,4,HOME,17,DORMITORIO Y BAÑO,13,ALMOHADA/COJIN,25,DORMITORIO,582,COJIN (582)
825334,48,48,2227,SKYTEX,8397,1987,MULTICOLOR,98,4,HOME,17,DORMITORIO Y BAÑO,13,ALMOHADA/COJIN,25,DORMITORIO,582,COJIN (582)
825368,1,13,4725,AGLORY LIMITED,MG12,501,GRIS,XO,2,ROPA,8,NIÑA,29,BATA,71,ROPA PARA DORMIR,136,PELUCHE (136)
825364,20,28,3869,MARSHELINE,201,4970,NEGRO,YF,1,CALZADO,10,TEENS,66,CHOCLO,12,CASUAL,,
825375,8,25,41,BUBBLE GUMMERS,ENDY,23022,LILA CRISTAL,YD,1,CALZADO,8,NIÑA,42,BOTA,126,LLUVIA,,
825376,8,25,41,BUBBLE GUMMERS,LIEN,9100,MARINO CRISTAL,YE,1,CALZADO,9,NIÑO,42,BOTA,126,LLUVIA,,
825377,8,25,4531,TOP MODA,8215,22854,UNICORNIO,YD,1,CALZADO,8,NIÑA,42,BOTA,126,LLUVIA,,
825365,1,14,4725,AGLORY LIMITED,MB08,2021,AMARILLO,XY,2,ROPA,9,NIÑO,29,BATA,71,ROPA PARA DORMIR,136,PELUCHE (136)
825366,1,14,4725,AGLORY LIMITED,MB12,501,GRIS,XY,2,ROPA,9,NIÑO,29,BATA,71,ROPA PARA DORMIR,136,PELUCHE (136)
825367,1,14,4725,AGLORY LIMITED,MB13,2534,MARINO,XY,2,ROPA,9,NIÑO,29,BATA,71,ROPA PARA DORMIR,136,PELUCHE (136)
825371,1,14,4934,SHAOXING NEWTEX,032N,3983,CAMUFLAJE,XY,2,ROPA,9,NIÑO,53,CAMISA,64,ROPA CASUAL,368,MODA (368)
825370,1,14,4934,SHAOXING NEWTEX,417N,3129,NEGRO/ROJO,XY,2,ROPA,9,NIÑO,53,CAMISA,64,ROPA CASUAL,368,MODA (368)
825369,1,13,4725,AGLORY LIMITED,MG13,839,ROSA,XO,2,ROPA,8,NIÑA,29,BATA,71,ROPA PARA DORMIR,136,PELUCHE (136)
825379,8,25,5573,HEAVEN´S,2005,2179,BLANCO,YD,1,CALZADO,8,NIÑA,66,CHOCLO,78,TENIS CASUAL URBANO,,
825378,20,27,5573,HEAVEN´S,1021,2179,BLANCO,YC,1,CALZADO,7,JUNIORS,66,CHOCLO,78,TENIS CASUAL URBANO,,
825388,20,28,1266,STAR COLOR´S,2601,2179,BLANCO,YF,1,CALZADO,10,TEENS,66,CHOCLO,78,TENIS CASUAL URBANO,,
825389,8,25,1266,STAR COLOR´S,3402,2179,BLANCO,YD,1,CALZADO,8,NIÑA,66,CHOCLO,78,TENIS CASUAL URBANO,,
