ULT_SUST_DEF,TALLA_INI_MIN,TALLA_FIN_MAX,MAR_CVE_N,MARCA,MODELO,COL_CVE_N,COLOR,CORRIDAS,DIV_CVE_N,DIVISION,SEC_CVE_N,SECCION,SBC_CVE_N,SUBCATEGORIA,CAT_CVE_N,CATEGORIA,FPLG_CVE_N,FAMILIA,Total
175239,15.0,17.5,3141,STIFANY,335,5017,BLANCO/ROSA,RM,1,CALZADO,8,NIÑA,244,SANDALIA,12,CASUAL,83.0,SANDALIA KIT (83),3589.0
175251,15.0,17.5,1363,TROPICANA N,1116,1522,BEIGE/ROJO,RM,1,CALZADO,8,NIÑA,490,BALLERINA,12,CASUAL,6.0,BALLERINA KIT (6),4793.0
178966,22.0,27.0,2843,TZIRATE,461,5084,ROSA/NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,549.0,KIT PANTUFLA (549),4007.0
178970,22.0,27.0,2843,TZIRATE,1504,2785,CAFE/ROSA,SI,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,543.0,KIT BOTIN (543),4333.0
174349,25.0,32.0,1320,HARD TRIPLES,1934,571,MIEL,CI,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,1720.0,HEAVY LOOK INDUSTRIAL (1720),1784.0
175222,22.0,27.0,636,TENTACION,7701,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,131,MILITAR,1672.0,MILITAR TACON ALTO (1672),2759.0
178789,22.0,27.0,2628,MANET,2104,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1893.0,CERRADO PLATAFORMA (1893),3058.0
175697,22.0,27.0,1657,LADY MAC,7104,2534,MARINO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,70.0,SAND TACON MEDIO ANCHO BOTIN (70),3401.0
175704,22.0,27.0,70,CRIVELLI,9313,924,VINO,SI,1,CALZADO,5,DAMA,244,SANDALIA,83,VESTIR,17.0,SAND MEDIA PLAT DELG BOTIN (17),3677.0
178791,22.0,27.0,2628,MANET,7601,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,529.0,BN TACON LISO (529),2526.0
179251,22.0,27.0,870,FLEXI,5911,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,1665.0,BN/BC PISO (1665),11341.0
179252,22.0,27.0,870,FLEXI,5911,382,CAFE,SI,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,1665.0,BN/BC PISO (1665),6437.0
175282,22.0,27.0,5265,BOULLEVARD,C401,2534,MARINO,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,46.0,CHOCLO PISO (46),1681.0
175451,18.0,23.0,1045,KIMEL,880,10936,LADRILLO/PEACH,HX,1,CALZADO,8,NIÑA,244,SANDALIA,12,CASUAL,83.0,SANDALIA KIT (83),4760.0
175465,19.0,23.0,5510,BERRINCHITOS,263,3129,NEGRO/ROJO,R8,1,CALZADO,8,NIÑA,490,BALLERINA,12,CASUAL,6.0,BALLERINA KIT (6),3892.0
179201,22.0,27.0,5577,WINBEST,6721,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1683.0,BXL TACON MEDIO DELGADO (1683),3442.0
175730,22.0,27.0,4715,ANTINO,2145,529,LADRILLO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,70.0,SAND TACON MEDIO ANCHO BOTIN (70),3115.0
175734,22.0,27.0,899,DORIS,4426,1516,FLAMA,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,239.0,SAND CUÑA ALTO TALON C/PULS (239),2922.0
175899,22.0,27.0,363,VATULELE,142,8330,MARINO/VINO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,253.0,SAND KIT PISO TRABA T (253),3416.0
175902,25.0,32.0,3091,TEYSA,Y031,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,244,SANDALIA,54,PLAYA/BAÑO,1730.0,SAND PLAYA BAÑO HORCAPOLLO (1730),1914.0
174720,18.0,21.5,1363,TROPICANA N,0015,1368,CAMEL,RP,1,CALZADO,8,NIÑA,42,BOTA,12,CASUAL,0.0,,2608.0
174802,25.0,32.0,5232,LIFESTYLE,0M4M,382,CAFE,CI,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721.0,HIKER BN AGUJETA (1721),1008.0
176269,22.0,27.0,4571,BONITA,1203,1473,TAUPE,SI,1,CALZADO,5,DAMA,42,BOTA,128,UGG,28.0,BOTA UGG (28),3864.0
176270,22.0,27.0,4571,BONITA,1204,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,128,UGG,28.0,BOTA UGG (28),2773.0
176313,22.0,27.0,4950,YUAN SHENG,0501,1473,TAUPE,SI,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,472.0,BN SUELA CORRIDA (472),2110.0
176317,22.0,27.0,4950,YUAN SHENG,1030,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,1678.0,ESCOTADO TACON ALTO (1678),2515.0
178823,22.0,27.0,4791,CALZADO PAZSTOR,7207,848,SHEDRON,SI,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,412.0,BC CUÑA (412),3283.0
178824,22.0,27.0,4781,MAS DESCANSO,1010,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,539.0,CERRADO CUÑA (539),4637.0
179307,22.0,27.0,4991,JOSHUA,4555,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,567.0,TENIS URBANO CERRADO (567),3984.0
179309,25.0,32.0,3548,BIO SHOES,7002,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1713.0,CONFORT CHOCLO MOCASIN (1713),2923.0
179323,22.0,27.0,5265,BOULLEVARD,S523,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,564.0,TENIS URBANO AGUJETA (564),5805.0
175356,22.0,27.0,4559,LADY ONE,7145,10943,PEONIA/FLORES,SI,1,CALZADO,5,DAMA,490,BALLERINA,12,CASUAL,6.0,BALLERINA KIT (6),4623.0
175609,22.0,26.0,5132,HR,8CAB,5081,NEGRO/GRIS,RT,1,CALZADO,7,JUNIORS,244,SANDALIA,54,PLAYA/BAÑO,1729.0,SAND PLAYA BAÑO CROC (1729),1831.0
175610,25.0,32.0,364,VAZ-TAP,2870,10980,MIEL CLARO,CI,1,CALZADO,3,CABALLERO,244,SANDALIA,54,PLAYA/BAÑO,1725.0,SAND CASUAL CANGREJERA (1725),2939.0
175611,22.0,24.5,364,VAZ-TAP,2870,375,BRANDY,RR,1,CALZADO,7,JUNIORS,244,SANDALIA,12,CASUAL,1725.0,SAND CASUAL CANGREJERA (1725),2962.0
175614,25.0,32.0,1714,EESCORD,20,382,CAFE,CI,1,CALZADO,3,CABALLERO,244,SANDALIA,54,PLAYA/BAÑO,1726.0,SAND CASUAL HORCAPOLLO (1726),2001.0
175617,25.0,32.0,4031,VANDANA,219,571,MIEL,CI,1,CALZADO,3,CABALLERO,244,SANDALIA,54,PLAYA/BAÑO,1725.0,SAND CASUAL CANGREJERA (1725),6064.0
175621,25.0,32.0,5375,SANDAREY,CAMO,501,GRIS,CI,1,CALZADO,3,CABALLERO,244,SANDALIA,54,PLAYA/BAÑO,1730.0,SAND PLAYA BAÑO HORCAPOLLO (1730),3259.0
175623,25.0,32.0,5375,SANDAREY,UGAS,3315,NEGRO,CI,1,CALZADO,3,CABALLERO,244,SANDALIA,54,PLAYA/BAÑO,1730.0,SAND PLAYA BAÑO HORCAPOLLO (1730),2802.0
179007,25.0,32.0,870,FLEXI,1606,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710.0,CONFORT CHOCLO AGUJETA (1710),3615.0
178706,25.0,32.0,1320,HARD TRIPLES,4035,501,GRIS,CI,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1720.0,HEAVY LOOK INDUSTRIAL (1720),2447.0
179091,22.0,27.0,1508,CALYPSO,4406,2534,MARINO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,192.0,MOCASIN CONFORT (192),3286.0
179093,22.0,27.0,1508,CALYPSO,4201,11058,PEACH/AZUL MEDIO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,546.0,KIT MOCASIN (546),4908.0
175675,14.0,19.0,41,BUBBLE GUMMERS,AMMY,5170,MARINO/GRIS,AC,1,CALZADO,9,NIÑO,244,SANDALIA,12,CASUAL,,,2711.0
175679,22.0,27.0,3242,SENTIDOS,1938,4970,NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,276.0,SAND PLAT MEDIO PULSERA (276),3682.0
178857,22.0,27.0,322,SEDUCTA,5006,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,554.0,MOCASIN SUELA CORRIDA (554),2492.0
178862,22.0,27.0,277,PADUS,2052,2534,MARINO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,531.0,CHOCLO AGUJETA (531),3461.0
825495,24.0,32.0,4861,DOBLE D,1415,382,CAFE,U3,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,1720.0,HEAVY LOOK INDUSTRIAL (1720),844.0
825507,24.0,32.0,5232,LIFESTYLE,77M4,382,CAFE,U3,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721.0,HIKER BN AGUJETA (1721),1082.0
825505,24.0,32.0,5232,LIFESTYLE,0M4M,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,,,324.0
825506,24.0,32.0,5232,LIFESTYLE,3M4M,382,CAFE,U3,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721.0,HIKER BN AGUJETA (1721),763.0
825535,21.0,28.0,5077,GREEN BOX,9230,5149,GRIS/NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,126,LLUVIA,1766.0,LLUVIA BL (1766),4422.0
825528,21.0,28.0,5077,GREEN BOX,1311,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,126,LLUVIA,1765.0,LLUVIA BN (1765),3423.0
825536,21.0,28.0,5077,GREEN BOX,9230,5361,GRIS/MARINO,U5,1,CALZADO,5,DAMA,42,BOTA,126,LLUVIA,1766.0,LLUVIA BL (1766),2004.0
823000,21.0,28.0,5022,CIXI,S950,1368,CAMEL,U5,1,CALZADO,5,DAMA,42,BOTA,128,UGG,28.0,BOTA UGG (28),3209.0
823005,21.0,28.0,7554,BESS BELLA,MJ46,1368,CAMEL,U5,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,1678.0,ESCOTADO TACON ALTO (1678),2162.0
175480,22.0,27.0,4991,JOSHUA,4430,2179,BLANCO,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,40.0,CHOCLO CAJA (40),1318.0
823004,21.0,28.0,7554,BESS BELLA,MJ46,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,1678.0,ESCOTADO TACON ALTO (1678),3576.0
822970,21.0,28.0,870,FLEXI,3530,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,750.0,FLEXI BASICO (750),3258.0
823352,21.0,28.0,7531,PIADOU,7131,1473,TAUPE,U5,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1776.0,BN/BC PLAT C/TACON ALTO ANCHO (1776),1020.0
181112,18.0,23.0,1363,TROPICANA N,0015,4970,NEGRO,HX,1,CALZADO,8,NIÑA,42,BOTA,12,CASUAL,0.0,,3078.0
181116,18.0,23.0,1363,TROPICANA N,4011,382,CAFE,HX,1,CALZADO,8,NIÑA,42,BOTA,33,HIKER,0.0,,3694.0
181118,18.0,23.0,1363,TROPICANA N,4013,876,TAN,HX,1,CALZADO,8,NIÑA,42,BOTA,12,CASUAL,0.0,,3516.0
181148,22.0,27.0,4991,JOSHUA,2603,1368,CAMEL,SI,1,CALZADO,5,DAMA,42,BOTA,33,HIKER,1667.0,BN/BC TACON BAJO (1667),5337.0
823492,24.0,32.0,5232,LIFESTYLE,6M4M,382,CAFE,U3,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,,,915.0
824890,21.0,28.0,1363,TROPICANA N,2068,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,567.0,TENIS URBANO CERRADO (567),2867.0
824915,21.0,28.0,4112,VIA VICTORIA,5000,4970,NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,1665.0,BN/BC PISO (1665),3731.0
181551,22.0,27.0,1546,DOBLE L,24,382,CAFE,SI,1,CALZADO,5,DAMA,42,BOTA,81,VAQUERO,181.0,VAQUERO (181),901.0
824925,21.0,28.0,3654,ENRICO FERRI,2908,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,539.0,CERRADO CUÑA (539),2621.0
824926,21.0,28.0,3654,ENRICO FERRI,1912,1312,AVELLANA,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1894.0,CERRADO SUELA CORRIDA (1894),2297.0
824963,21.0,28.0,369,VICENZA,1462,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,192.0,MOCASIN CONFORT (192),5325.0
824964,21.0,28.0,369,VICENZA,4424,2023,PINK,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,554.0,MOCASIN SUELA CORRIDA (554),3955.0
824965,21.0,28.0,369,VICENZA,4424,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,554.0,MOCASIN SUELA CORRIDA (554),7536.0
824968,21.0,28.0,369,VICENZA,4505,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1901.0,VESTIR TACON (1901),2969.0
181774,22.0,27.0,5359,LYKOS,8805,10212,NEGRO/LADRILLO,SI,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1801.0,KIT BOTA TACON MEDIO (1801),3605.0
181862,22.0,27.0,363,VATULELE,816,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,703.0,BXL ENTRESUELA (703),3482.0
824652,21.0,28.0,870,FLEXI,5414,1696,BLACK,U5,1,CALZADO,5,DAMA,287,ZAPATILLA,83,VESTIR,1065.0,FLEXI VESTIR (1065),1911.0
824651,21.0,28.0,870,FLEXI,5210,10193,NEGRO LISO,U5,1,CALZADO,5,DAMA,523,SUECO,17,CONFORT,750.0,FLEXI BASICO (750),1201.0
824656,1.0,7.0,2566,IMPULSORA ARRA,0100,4970,NEGRO,UC,1,CALZADO,3,CABALLERO,199,PANTUFLA,17,CONFORT,1715.0,DESCANSO PANTUFLA SUECO (1715),2788.0
824959,21.0,28.0,4475,TENIS JALISCO,CAMI,22982,RAYAS/MALTEADA,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,546.0,KIT MOCASIN (546),3978.0
181987,22.0,27.0,363,VATULELE,897,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,127,MONTAR,1675.0,BXL TACON BAJO (1675),4600.0
175786,25.0,32.0,956,LOBO SOLO,6705,10988,EBONY/ROM MARINO,CI,1,CALZADO,3,CABALLERO,244,SANDALIA,12,CASUAL,1725.0,SAND CASUAL CANGREJERA (1725),1266.0
825083,21.0,28.0,4715,ANTINO,2051,2534,MARINO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1901.0,VESTIR TACON (1901),3378.0
825093,21.0,28.0,1508,CALYPSO,4548,2534,MARINO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,555.0,MOCASIN CASUAL (555),3707.0
825091,21.0,28.0,1508,CALYPSO,4541,1338,VIBORA,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,553.0,MOCASIN DRIVER (553),2622.0
825098,21.0,28.0,1508,CALYPSO,4436,2179,BLANCO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,553.0,MOCASIN DRIVER (553),2473.0
825108,21.0,28.0,3055,LADIES D´VALERIA,2765,1287,TOPO,U5,1,CALZADO,5,DAMA,287,ZAPATILLA,83,VESTIR,1901.0,VESTIR TACON (1901),3331.0
825112,21.0,28.0,61,TRIGUZ,1828,8596,MARINO FLORES,U5,1,CALZADO,5,DAMA,525,MEDIA PLATAFORMA,17,CONFORT,257.0,PLATAFORMA (257),2893.0
825095,21.0,28.0,1508,CALYPSO,4551,7243,MIGA,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,192.0,MOCASIN CONFORT (192),2534.0
825030,21.0,28.0,4673,UNE BOUCHEE,210,22984,NEGRO/CIRCON,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1102.0,KIT CHOCLO (1102),7919.0
825034,21.0,28.0,3604,MANHATTAN,6010,22979,NEGRO/HABANO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,548.0,KIT SUELA CORRIDA (548),6289.0
825033,21.0,28.0,3604,MANHATTAN,4038,7423,NEGRO/MAQUILLAJE,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,507.0,KIT BOTA CUÑA (507),7583.0
825024,21.0,28.0,3923,MAEDAN,1210,22978,NEGRO/PATHE,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,546.0,KIT MOCASIN (546),3423.0
825031,21.0,28.0,2843,TZIRATE,1504,8160,MIEL/NEGRO,U5,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,543.0,KIT BOTIN (543),3571.0
825038,21.0,28.0,1796,JENNY,2355,2534,MARINO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,558.0,CONFORT CHOCLO PESCADOR (558),3948.0
825126,21.0,28.0,961,ZOE,0298,2179,BLANCO,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,564.0,TENIS URBANO AGUJETA (564),2142.0
825128,21.0,28.0,961,ZOE,9402,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,523.0,AGUJETA SUELA CORRIDA (523),2722.0
825129,21.0,28.0,3097,LADY CASTELO,1704,2534,MARINO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,194.0,MOCASIN PLATAFORMA (194),4837.0
825130,21.0,28.0,3097,LADY CASTELO,1704,825,ROJO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,194.0,MOCASIN PLATAFORMA (194),3060.0
825120,21.0,28.0,3960,ZIA,9225,2534,MARINO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1902.0,MOCASIN PISO YUTE (1902),968.0
825217,24.0,32.0,4270,PBF,0351,382,CAFE,U3,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721.0,HIKER BN AGUJETA (1721),1053.0
825218,24.0,32.0,4270,PBF,0153,382,CAFE,U3,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,1719.0,HEAVY BN CHUKKA (1719),1892.0
178315,22.0,27.0,4867,INSPIRACION,3906,8330,MARINO/VINO,SI,1,CALZADO,5,DAMA,490,BALLERINA,12,CASUAL,6.0,BALLERINA KIT (6),2712.0
824653,21.0,28.0,5022,CIXI,S904,1368,CAMEL,U5,1,CALZADO,5,DAMA,42,BOTA,128,UGG,28.0,BOTA UGG (28),1391.0
824883,21.0,28.0,5250,PREMIERE SAETTA,3080,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,564.0,TENIS URBANO AGUJETA (564),3114.0
824891,21.0,28.0,2821,ESENCIA DE MUJER,1701,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,554.0,MOCASIN SUELA CORRIDA (554),7350.0
824898,21.0,28.0,3548,BIO SHOES,7506,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1892.0,CERRADO PISO (1892),3183.0
824893,21.0,28.0,4525,AB SHOES,4004,1131,MOSTAZA,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1895.0,MOCASIN PLATAFORMA YUTE (1895),5454.0
825219,24.0,32.0,4270,PBF,C250,824,ROBLE,U3,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,1739.0,TRAB INDU BN AGUJETA SEGUR (1739),940.0
825318,22.0,27.0,1391,DAMAS,D11M,4970,NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,267.0,SAND CUÑA MEDIO TALON C/PULS (267),2394.0
178742,22.0,27.0,907,PISA MODA,330,5392,BEIGE/MARINO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,507.0,KIT BOTA CUÑA (507),5387.0
178745,22.0,27.0,2754,ADDICTION TO COMFORT,643,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1892.0,CERRADO PISO (1892),4406.0
178751,22.0,27.0,1796,JENNY,101,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1892.0,CERRADO PISO (1892),4553.0
178754,22.0,27.0,1796,JENNY,041,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1901.0,VESTIR TACON (1901),6707.0
178759,22.0,27.0,4525,AB SHOES,P704,11096,CAMEL/MUSGO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,546.0,KIT MOCASIN (546),4538.0
178762,22.0,27.0,3083,EPIDEMIA,5013,1368,CAMEL,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,558.0,CONFORT CHOCLO PESCADOR (558),10932.0
178767,22.0,27.0,2403,STEFANY ROSH,1264,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,472.0,BN SUELA CORRIDA (472),3218.0
823705,21.0,28.0,870,FLEXI,8406,19,AZUL,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,750.0,FLEXI BASICO (750),2848.0
823704,21.0,28.0,870,FLEXI,5306,4970,NEGRO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,750.0,FLEXI BASICO (750),6506.0
824378,21.0,28.0,3960,ZIA,1A01,839,ROSA,U5,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,232.0,SAND PLAT ALTO PULSERA (232),4422.0
824431,24.0,32.0,4139,SETTIA,CHEF,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1736.0,SERV CHOCLO FULL PLASTIC (1736),1543.0
824433,24.0,32.0,4031,VANDANA,861,571,MIEL,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1713.0,CONFORT CHOCLO MOCASIN (1713),1929.0
824440,1.0,7.0,2684,PANTUFLAS FINAS,1921,2534,MARINO,UC,1,CALZADO,3,CABALLERO,199,PANTUFLA,17,CONFORT,1715.0,DESCANSO PANTUFLA SUECO (1715),1939.0
824443,24.0,32.0,1260,SHOOX SANTINI,0202,22929,MIEL/TOPO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1761.0,VESTIR CAS CHOCLO MOCASIN (1761),1335.0
824444,24.0,32.0,1260,SHOOX SANTINI,3080,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1759.0,VESTIR CAS CHOCLO AGUJETA (1759),1340.0
178876,22.0,27.0,2743,STEFANA,1814,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,412.0,BC CUÑA (412),7267.0
184882,22.0,27.0,5658,LELE,8681,839,ROSA,SI,1,CALZADO,5,DAMA,244,SANDALIA,83,VESTIR,23.0,SAND MEDIA PLAT DELG TALON C/P (23),2609.0
184889,22.0,27.0,5658,LELE,8681,4970,NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,83,VESTIR,23.0,SAND MEDIA PLAT DELG TALON C/P (23),3703.0
184891,22.0,27.0,5658,LELE,2601,839,ROSA,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,229.0,SAND PLAT ALTO TALON C/PULS (229),1961.0
824437,24.0,32.0,3548,BIO SHOES,7712,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710.0,CONFORT CHOCLO AGUJETA (1710),2358.0
175585,22.0,27.0,1307,DONNA NOVVA,0188,529,LADRILLO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,65.0,SAND TACON BAJO ANCHO TAL C/P (65),3685.0
175841,22.0,27.0,3426,PRETTY,1447,4970,NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,268.0,SAND PLAT C/TACON TRABA T (268),6902.0
175863,22.0,27.0,5359,LYKOS,8907,4970,NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,17,CONFORT,1832.0,SAND CONFORT CUÑA TRABA T (1832),3215.0
824612,24.0,32.0,870,FLEXI,0204,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),1433.0
824613,24.0,32.0,870,FLEXI,7907,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1712.0,CONFORT CHOCLO LATIGO (1712),2758.0
825119,24.0,32.0,4791,CALZADO PAZSTOR,115,4196,EXPRESSO,U3,1,CALZADO,3,CABALLERO,42,BOTA,17,CONFORT,1709.0,CONFORT BN CHUKKA (1709),1865.0
825123,24.0,32.0,4791,CALZADO PAZSTOR,109,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710.0,CONFORT CHOCLO AGUJETA (1710),3407.0
825121,24.0,32.0,4791,CALZADO PAZSTOR,3902,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710.0,CONFORT CHOCLO AGUJETA (1710),3219.0
825125,24.0,32.0,4791,CALZADO PAZSTOR,1210,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710.0,CONFORT CHOCLO AGUJETA (1710),1922.0
825127,24.0,32.0,4791,CALZADO PAZSTOR,118,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,42,BOTA,17,CONFORT,1708.0,CONFORT BN CHELSEA (1708),1906.0
178793,43.0,43.5,3709,EL OSO,1995,1987,MULTICOLOR,92,1,CALZADO,5,DAMA,3,ACCESORIO DE CALZADO,1,ACCESORIO,0.0,,1785.0
178794,48.0,48.0,3709,EL OSO,0941,1673,NARANJA/AZUL,98,1,CALZADO,5,DAMA,3,ACCESORIO DE CALZADO,1,ACCESORIO,0.0,,1642.0
179849,22.0,27.0,1486,MONETTI,1710,501,GRIS,SI,1,CALZADO,5,DAMA,66,CHOCLO,78,TENIS CASUAL URBANO,567.0,TENIS URBANO CERRADO (567),2877.0
825007,21.0,28.0,2743,STEFANA,6800,825,ROJO,U5,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,539.0,CERRADO CUÑA (539),6294.0
824614,24.0,32.0,870,FLEXI,7905,4970,NEGRO,U3,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710.0,CONFORT CHOCLO AGUJETA (1710),2409.0
