ULT_SUST_DEF,TALLA_INI_MIN,TALLA_FIN_MAX,MAR_CVE_N,MARCA,MODELO,COL_CVE_N,COLOR,CORRIDAS,DIV_CVE_N,DIVISION,SEC_CVE_N,SECCION,SBC_CVE_N,SUBCATEGORIA,CAT_CVE_N,CATEGORIA,FPLG_CVE_N,FAMILIA,Total
23491,25.0,30.5,1546,DOBLE L,2000,628,NGO,RY,1,CALZADO,3,CABALLERO,42,BOTA,81,VAQUERO,1749.0,VAQUERA BOTA BIKER (1749),1805.0
1560,25.0,32.0,230,MARCO DELLI,7011,628,NGO,RX,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,1740.0,TRAB INDU BN AGUJETA SIN SEGUR (1740),2307.0
59826,22.0,27.0,870,FLEXI,8302,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,750.0,FLEXI BASICO (750),12486.0
59828,22.0,27.0,870,FLEXI,5807,2179,BLANCO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,751.0,FLEXI SERVICIO (751),5261.0
63526,22.0,33.0,3248,NIABBAL´S,PIEL,624,NATURAL,"SI, ZZ",1,CALZADO,12,UNISEX,3,ACCESORIO DE CALZADO,1,ACCESORIO,0.0,,7546.0
63528,1.0,1.0,3248,NIABBAL´S,ALON,501,GRIS,DL,1,CALZADO,12,UNISEX,3,ACCESORIO DE CALZADO,1,ACCESORIO,0.0,,9794.0
68229,12.0,16.5,529,PANAM,2355,382,CAFE,RH,1,CALZADO,9,NIÑO,244,SANDALIA,12,CASUAL,,,3927.0
78387,25.0,30.0,3010,AFINO SPORT,8001,4970,NEGRO,Y1,1,CALZADO,3,CABALLERO,244,SANDALIA,54,PLAYA/BAÑO,1731.0,SAND PLAYA BAÑO SUECO (1731),4490.0
86050,25.0,32.0,1802,JONDA,23SS,6254,NEGRO GRASSO,RX,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,1732.0,SERV BOTA CERRADO (1732),1458.0
84858,25.0,30.0,1575,CAMO,212S,4970,NEGRO,Y1,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1761.0,VESTIR CAS CHOCLO MOCASIN (1761),2189.0
77049,22.0,27.0,1508,CALYPSO,4201,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,553.0,MOCASIN DRIVER (553),3516.0
84908,25.0,32.0,4035,BESSERRO,800,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,83,VESTIR,1758.0,VESTIR CAS BN CHELSEA (1758),2189.0
14339,25.0,30.5,953,GUASEQUI,500,628,NGO,RY,1,CALZADO,3,CABALLERO,42,BOTA,81,VAQUERO,1747.0,VAQUERA BN CHARRO (1747),2222.0
89019,22.0,27.0,870,FLEXI,8303,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,750.0,FLEXI BASICO (750),6594.0
85288,25.0,32.0,1550,LIVIANOS,1417,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710.0,CONFORT CHOCLO AGUJETA (1710),1349.0
105928,25.0,32.0,364,VAZ-TAP,7304,385,CAFE CLARO,CI,1,CALZADO,3,CABALLERO,244,SANDALIA,54,PLAYA/BAÑO,1725.0,SAND CASUAL CANGREJERA (1725),2382.0
110712,25.0,32.0,4402,GIOVANI PER SEMPRE,810,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),3329.0
110508,1.0,1.0,4334,FLEX WALK,T190,19,AZUL,DL,1,CALZADO,5,DAMA,3,ACCESORIO DE CALZADO,1,ACCESORIO,0.0,,7922.0
112065,25.0,32.0,1260,SHOOX SANTINI,1410,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),1048.0
110587,25.0,32.0,4031,VANDANA,311,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710.0,CONFORT CHOCLO AGUJETA (1710),2717.0
110655,25.0,32.0,1543,ROMANO,7045,2020,VERDE OLIVO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,33,HIKER,1723.0,HIKER CHOCLO AGUJETA (1723),1449.0
111041,25.0,32.0,4598,RODRI-SAN,035,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1763.0,VESTIR CAS CHOCLO MONK (1763),2520.0
106173,48.0,48.0,4512,ARFAT,RGEL,4009,TRANSPARENTE,98,1,CALZADO,12,UNISEX,3,ACCESORIO DE CALZADO,1,ACCESORIO,0.0,,6537.0
110703,25.0,32.0,1359,MISSION,H835,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1759.0,VESTIR CAS CHOCLO AGUJETA (1759),4295.0
105228,25.0,32.0,1260,SHOOX SANTINI,4045,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),1194.0
124151,25.0,32.0,2898,UNIDOS,518,382,CAFE,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1707.0,CASUAL SPORT CHOCLO AGUJETA (1707),3254.0
127667,22.0,27.0,1694,OWEN,784,8631,OXFORD/MARINO/AMARILLO,SI,1,CALZADO,7,JUNIORS,42,BOTA,33,HIKER,1721.0,HIKER BN AGUJETA (1721),3371.0
127399,22.0,27.0,4814,LADY CORVET,6004,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,437.0,BL PISO (437),4318.0
130746,17.0,21.5,3411,IMPUCALZA,1109,382,CAFE,RN,1,CALZADO,9,NIÑO,244,SANDALIA,12,CASUAL,,,4443.0
124126,22.0,27.0,322,SEDUCTA,9012,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1681.0,B3/4 TACON ALTO ANCHO (1681),2220.0
128978,25.0,32.0,2898,UNIDOS,518,2534,MARINO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1707.0,CASUAL SPORT CHOCLO AGUJETA (1707),3612.0
129006,25.0,32.0,3180,OMAR CASTELL,3900,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721.0,HIKER BN AGUJETA (1721),1684.0
131733,22.0,27.0,4949,TOPWINNER,3711,382,CAFE,SI,1,CALZADO,5,DAMA,42,BOTA,127,MONTAR,1676.0,BL TACON BAJO (1676),2037.0
129585,25.0,32.0,4270,PBF,4501,5656,TORNADO,CI,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1740.0,TRAB INDU BN AGUJETA SIN SEGUR (1740),2362.0
129591,25.0,31.5,4270,PBF,3560,4970,NEGRO,SP,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,1739.0,TRAB INDU BN AGUJETA SEGUR (1739),2920.0
132402,25.0,31.5,3548,BIO SHOES,6607,4970,NEGRO,SP,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710.0,CONFORT CHOCLO AGUJETA (1710),5870.0
132403,25.0,31.5,4791,CALZADO PAZSTOR,0105,4970,NEGRO,SP,1,CALZADO,3,CABALLERO,42,BOTA,17,CONFORT,1709.0,CONFORT BN CHUKKA (1709),5873.0
132590,22.0,27.0,3923,MAEDAN,1200,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,192.0,MOCASIN CONFORT (192),5841.0
132828,25.0,32.0,4957,CARSON BOOTS,8000,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,81,VAQUERO,1752.0,VAQUERA BOTA LISA (1752),1503.0
118299,12.0,16.0,529,PANAM,2535,5532,FIUSHA/BLANCO,H9,1,CALZADO,8,NIÑA,244,SANDALIA,12,CASUAL,74.0,SAND TACON MEDIO ANCHO ROMANO (74),3296.0
121523,22.0,27.0,4796,SUNTEN,VAME,2179,BLANCO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,538.0,SERVICIO PHYLON (538),9978.0
111533,25.0,32.0,4485,DON JOSE,6007,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710.0,CONFORT CHOCLO AGUJETA (1710),3418.0
124233,25.0,32.0,4818,CALZADO ECCOFLEX,735,3166,CHOCO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,33,HIKER,1723.0,HIKER CHOCLO AGUJETA (1723),1988.0
106040,25.0,32.0,956,LOBO SOLO,6171,848,SHEDRON,CI,1,CALZADO,3,CABALLERO,244,SANDALIA,12,CASUAL,1725.0,SAND CASUAL CANGREJERA (1725),1625.0
121263,22.0,27.0,2743,STEFANA,7209,4970,NEGRO,SI,1,CALZADO,5,DAMA,287,ZAPATILLA,83,VESTIR,1900.0,VESTIR CUÑA (1900),3083.0
96378,22.0,27.0,2754,ADDICTION TO COMFORT,403,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1890.0,CERRADO LICRA (1890),2834.0
96392,22.0,32.0,3248,NIABBAL´S,NGEL,619,NARANJA,GO,1,CALZADO,12,UNISEX,3,ACCESORIO DE CALZADO,1,ACCESORIO,0.0,,7226.0
94867,25.0,32.0,1543,ROMANO,000S,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721.0,HIKER BN AGUJETA (1721),1996.0
94870,25.0,30.0,1543,ROMANO,001S,382,CAFE,Y1,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721.0,HIKER BN AGUJETA (1721),1647.0
96723,22.0,27.0,870,FLEXI,5807,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,751.0,FLEXI SERVICIO (751),5383.0
126061,22.0,27.0,1017,MOC-MEN,0812,4970,NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,83,VESTIR,35.0,SAND MEDIA PLAT MEDIO ROMANO (35),4031.0
124748,22.0,27.0,3038,TROSSOS,404,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,1665.0,BN/BC PISO (1665),3441.0
123884,25.0,32.0,614,BOOST,401,571,MIEL,CI,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,1739.0,TRAB INDU BN AGUJETA SEGUR (1739),2541.0
123977,25.0,32.0,1689,MABI,950,876,TAN,CI,1,CALZADO,3,CABALLERO,42,BOTA,81,VAQUERO,1755.0,VAQUERA BOTA ROPER (1755),2554.0
124179,24.0,32.0,3181,JEFF DE LUIS,1014,4970,NEGRO,A0,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),1673.0
123747,25.0,31.5,4598,RODRI-SAN,022,4970,NEGRO,SP,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),4421.0
124427,24.0,32.0,1546,DOBLE L,2000,382,CAFE,A0,1,CALZADO,3,CABALLERO,42,BOTA,81,VAQUERO,1749.0,VAQUERA BOTA BIKER (1749),1177.0
124436,25.0,32.0,4824,REYME,710,382,CAFE,CI,1,CALZADO,3,CABALLERO,42,BOTA,81,VAQUERO,1755.0,VAQUERA BOTA ROPER (1755),779.0
118464,25.0,32.0,407,GARCIS,4311,366,BEIGE,CI,1,CALZADO,3,CABALLERO,244,SANDALIA,54,PLAYA/BAÑO,1726.0,SAND CASUAL HORCAPOLLO (1726),1870.0
116703,25.0,32.0,3180,OMAR CASTELL,3900,382,CAFE,CI,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721.0,HIKER BN AGUJETA (1721),1237.0
117783,25.0,32.0,1714,EESCORD,1840,1997,AZUL MARINO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1702.0,CASUAL CHOCLO DRIVER (1702),1897.0
110057,25.0,32.0,2904,MOSKOS,1402,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),2259.0
129574,22.0,27.0,4270,PBF,5522,571,MIEL,SI,1,CALZADO,5,DAMA,42,BOTA,33,HIKER,1665.0,BN/BC PISO (1665),3195.0
129080,25.0,32.0,1396,ITAL MODA,3511,3166,CHOCO,CI,1,CALZADO,3,CABALLERO,42,BOTA,12,CASUAL,1743.0,URBANO CASUAL BN AGUJETA (1743),1682.0
108267,22.0,27.0,870,FLEXI,8301,600,MOKA,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,750.0,FLEXI BASICO (750),4546.0
96048,22.0,27.0,3654,ENRICO FERRI,4701,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1892.0,CERRADO PISO (1892),5677.0
99197,25.0,32.0,1338,CUADRA,27PH,6851,FANGO/MIEL,CI,1,CALZADO,3,CABALLERO,42,BOTA,81,VAQUERO,1750.0,VAQUERA BOTA EXO (1750),322.0
104486,25.0,32.0,870,FLEXI,1602,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1713.0,CONFORT CHOCLO MOCASIN (1713),3956.0
99577,25.0,32.0,4031,VANDANA,311,6849,CAFE BUFALLO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710.0,CONFORT CHOCLO AGUJETA (1710),2795.0
133857,25.0,32.0,4954,BLACK & YELLOW,200,8330,MARINO/VINO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1705.0,CASUAL CHOCLO NAUTICO (1705),1573.0
134108,25.0,32.0,4598,RODRI-SAN,RAJE,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1761.0,VESTIR CAS CHOCLO MOCASIN (1761),4148.0
134110,25.0,32.0,4598,RODRI-SAN,035N,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),4849.0
134111,25.0,32.0,4598,RODRI-SAN,09,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,83,VESTIR,1758.0,VESTIR CAS BN CHELSEA (1758),2699.0
134879,22.0,27.0,4985,BANU,0145,2876,NEGRO/ROSA,SI,1,CALZADO,5,DAMA,490,BALLERINA,12,CASUAL,6.0,BALLERINA KIT (6),1461.0
133230,22.0,27.0,1508,CALYPSO,4242,7244,MAQUILLAJE,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,553.0,MOCASIN DRIVER (553),5773.0
134145,25.0,32.0,2836,CREAM SODA,27HP,382,CAFE,CI,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,1719.0,HEAVY BN CHUKKA (1719),2005.0
141140,22.0,24.5,230,MARCO DELLI,1868,9604,KANSAS/MIEL,RR,1,CALZADO,7,JUNIORS,42,BOTA,33,HIKER,1720.0,HEAVY LOOK INDUSTRIAL (1720),1184.0
132460,25.0,31.5,4031,VANDANA,345,848,SHEDRON,SP,1,CALZADO,3,CABALLERO,42,BOTA,17,CONFORT,1709.0,CONFORT BN CHUKKA (1709),5925.0
133843,25.0,32.0,2904,MOSKOS,8006,785,OCRE,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),1796.0
139671,24.0,30.0,1552,VAN VIEN,USPN,4970,NEGRO,SR,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,1733.0,SERV BOTA CERRADO FULL PLASTIC (1733),1520.0
141582,22.0,27.0,1014,SWEET LIPS,008,9585,MARINO/CORAL/FLORES,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,288.0,SAND KIT PISO 3 PRS (288),4010.0
141649,22.0,27.0,81,D´MALEY,7092,4970,NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,83,VESTIR,23.0,SAND MEDIA PLAT DELG TALON C/P (23),4278.0
141337,22.0,27.0,322,SEDUCTA,7005,1368,CAMEL,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,723.0,SAND PLAT BAJO TRABA T (723),3582.0
132436,25.0,31.5,4796,SUNTEN,OLAR,2179,BLANCO,SP,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1736.0,SERV CHOCLO FULL PLASTIC (1736),3106.0
132458,22.0,27.0,2804,JESSY SPORT,208,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,539.0,CERRADO CUÑA (539),4625.0
134287,25.0,32.0,2836,CREAM SODA,30MP,2534,MARINO,CI,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,1706.0,CASUAL SPORT BN CHUKKA (1706),2148.0
137758,22.0,27.0,230,MARCO DELLI,3032,5226,COGNAC,SI,1,CALZADO,5,DAMA,42,BOTA,132,MOTO,1662.0,BC TACON BAJO (1662),2246.0
147130,22.0,27.0,4112,VIA VICTORIA,9015,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,12,CASUAL,405.0,B 3/4 ENTRESUELA (405),4365.0
147152,22.0,27.0,956,LOBO SOLO,793C,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,17,CONFORT,1665.0,BN/BC PISO (1665),3635.0
147176,22.0,27.0,322,SEDUCTA,9041,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1664.0,BL TACON ALTO ANCHO (1664),2546.0
158901,22.0,27.0,2807,GOSH,1W15,571,MIEL,SI,1,CALZADO,5,DAMA,42,BOTA,33,HIKER,1667.0,BN/BC TACON BAJO (1667),2180.0
152903,22.0,27.0,135,FLY GIRLS,9607,3237,ORO/ROSA,SI,1,CALZADO,5,DAMA,490,BALLERINA,12,CASUAL,7.0,BALLERINA PUNTAL (7),1929.0
154183,22.0,27.0,2546,VACCARO,9043,382,CAFE,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,554.0,MOCASIN SUELA CORRIDA (554),3943.0
154396,25.0,32.0,202,LA PAG,853,848,SHEDRON,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710.0,CONFORT CHOCLO AGUJETA (1710),2096.0
154400,25.0,32.0,3548,BIO SHOES,6614,3115,FERRERO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1710.0,CONFORT CHOCLO AGUJETA (1710),2308.0
164170,25.0,32.0,5082,GUEPARDO,5110,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,0.0,,1380.0
143002,25.0,32.0,4796,SUNTEN,VAME,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1736.0,SERV CHOCLO FULL PLASTIC (1736),7108.0
143003,25.0,32.0,1355,BARALDI,1048,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1710.0,CONFORT CHOCLO AGUJETA (1710),3191.0
142796,25.0,32.0,870,FLEXI,3201,2179,BLANCO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,17,CONFORT,1735.0,SERV CHOCLO AGUJETA MEDICO (1735),3716.0
142809,25.0,32.0,66,COURT,128P,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,51,CAMINAR,79,TENIS DEPORTIVO,1767.0,PIES DELICADOS (1767),5098.0
153145,17.0,21.5,5169,ANDO CON MODA,2109,10091,ORO ROSADO/PLATA,RN,1,CALZADO,8,NIÑA,244,SANDALIA,12,CASUAL,83.0,SANDALIA KIT (83),2504.0
153921,25.0,32.0,1714,EESCORD,103,10141,DAKOTA CHOCOLATE,CI,1,CALZADO,3,CABALLERO,244,SANDALIA,12,CASUAL,1725.0,SAND CASUAL CANGREJERA (1725),1815.0
154187,22.0,27.0,956,LOBO SOLO,806C,2178,CEDRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,558.0,CONFORT CHOCLO PESCADOR (558),3811.0
154190,1.0,7.0,3248,NIABBAL´S,EL16,19,AZUL,J7,1,CALZADO,12,UNISEX,3,ACCESORIO DE CALZADO,1,ACCESORIO,0.0,,13911.0
154335,22.0,27.0,4950,YUAN SHENG,S001,2534,MARINO,SI,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,1678.0,ESCOTADO TACON ALTO (1678),5194.0
152840,22.0,27.0,4525,AB SHOES,PAÑA,8191,NEGRO/CAMEL,SI,1,CALZADO,5,DAMA,490,BALLERINA,12,CASUAL,6.0,BALLERINA KIT (6),3165.0
152972,22.0,27.0,322,SEDUCTA,1009,4970,NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,83,VESTIR,33.0,SAND MEDIA PLAT MEDIO DESTALON (33),3089.0
153132,22.0,27.0,61,TRIGUZ,7109,490,CUERO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,724.0,SAND PLAT MEDIO PESCADOR (724),3311.0
153375,25.0,32.0,3411,IMPUCALZA,260,3115,FERRERO,CI,1,CALZADO,3,CABALLERO,244,SANDALIA,12,CASUAL,1725.0,SAND CASUAL CANGREJERA (1725),3006.0
145676,25.0,32.0,870,FLEXI,1604,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,17,CONFORT,1709.0,CONFORT BN CHUKKA (1709),3956.0
142989,1.0,1.0,4334,FLEX WALK,T194,839,ROSA,DL,1,CALZADO,5,DAMA,3,ACCESORIO DE CALZADO,1,ACCESORIO,0.0,,6050.0
147056,25.0,32.0,4598,RODRI-SAN,014,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1761.0,VESTIR CAS CHOCLO MOCASIN (1761),3370.0
147057,25.0,32.0,4598,RODRI-SAN,723,382,CAFE,CI,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721.0,HIKER BN AGUJETA (1721),2503.0
147058,25.0,32.0,4598,RODRI-SAN,723,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,42,BOTA,33,HIKER,1721.0,HIKER BN AGUJETA (1721),5256.0
152248,25.0,32.0,870,FLEXI,8607,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,12,CASUAL,1702.0,CASUAL CHOCLO DRIVER (1702),2688.0
154336,22.0,27.0,4949,TOPWINNER,2715,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,1679.0,ESCOTADO TACON BAJO (1679),5380.0
153955,22.0,27.0,2743,STEFANA,4215,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,539.0,CERRADO CUÑA (539),4887.0
153957,22.0,27.0,61,TRIGUZ,137,4970,NEGRO,SI,1,CALZADO,5,DAMA,525,MEDIA PLATAFORMA,12,CASUAL,536.0,CHOCLO MEDIA PLATAFORMA (536),3475.0
152867,22.0,27.0,2736,SOFI FASHION,87,9904,FLORES/MARINO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,208.0,SAND KIT PISO TALON C/PULS (208),3387.0
172736,25.0,32.0,5232,LIFESTYLE,2M4M,571,MIEL,CI,1,CALZADO,3,CABALLERO,42,BOTA,31,HEAVY,,,535.0
165779,22.0,27.0,4950,YUAN SHENG,1001,1368,CAMEL,SI,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,1680.0,TEXANO TACON ALTO (1680),1649.0
165780,22.0,27.0,4950,YUAN SHENG,1210,382,CAFE,SI,1,CALZADO,5,DAMA,42,BOTA,129,TEXANO,1678.0,ESCOTADO TACON ALTO (1678),2717.0
169653,15.0,17.5,1363,TROPICANA N,8002,1368,CAMEL,RM,1,CALZADO,8,NIÑA,42,BOTA,12,CASUAL,0.0,,2815.0
169660,22.0,27.0,3869,MARSHELINE,407,4970,NEGRO,SI,1,CALZADO,5,DAMA,42,BOTA,33,HIKER,1665.0,BN/BC PISO (1665),2263.0
169671,22.0,27.0,3097,LADY CASTELO,9405,443,CANELA,SI,1,CALZADO,5,DAMA,42,BOTA,83,VESTIR,1683.0,BXL TACON MEDIO DELGADO (1683),3007.0
170420,22.0,27.0,5378,TIANFA,201G,2875,ROJO/NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,205.0,SAND KIT PISO HORCAPOLLO (205),2404.0
170432,22.0,27.0,4774,FJA,3928,501,GRIS,SI,1,CALZADO,5,DAMA,199,PANTUFLA,17,CONFORT,236.0,PANTUFLA (236),9025.0
169676,22.0,27.0,1430,BATTAGLIA MIA,2701,1473,TAUPE,SI,1,CALZADO,5,DAMA,42,BOTA,33,HIKER,1667.0,BN/BC TACON BAJO (1667),2562.0
163919,22.0,27.0,4480,KANDY LIVE,370,10085,ORO ROSA,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,47.0,CHOCLO PLATAFORMA (47),2774.0
157948,25.0,32.0,3180,OMAR CASTELL,7210,457,CHOCOLATE,CI,1,CALZADO,3,CABALLERO,42,BOTA,80,TRABAJO INDUSTRIAL,1740.0,TRAB INDU BN AGUJETA SIN SEGUR (1740),1045.0
157971,25.0,32.0,2898,UNIDOS,1118,7321,DEMIN,CI,1,CALZADO,3,CABALLERO,42,BOTA,12,CASUAL,1706.0,CASUAL SPORT BN CHUKKA (1706),3415.0
157981,25.0,32.0,1546,DOBLE L,2100,382,CAFE,CI,1,CALZADO,3,CABALLERO,42,BOTA,81,VAQUERO,1751.0,VAQUERA BOTA GRABADA (1751),1342.0
157990,25.0,32.0,932,CHRISTIAN GALLERY,64,4970,NEGRO,CI,1,CALZADO,3,CABALLERO,66,CHOCLO,83,VESTIR,1764.0,VESTIR CHOCLO AGUJETA (1764),1605.0
171446,22.0,27.0,3529,DASH,3639,2135,MUSGO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,1066.0,AGUJETA SUELA CORRIDA YUTE (1066),4180.0
142292,22.0,27.0,4638,LAURA PAEZ,480,4970,NEGRO,SI,1,CALZADO,5,DAMA,244,SANDALIA,12,CASUAL,267.0,SAND CUÑA MEDIO TALON C/PULS (267),4325.0
165389,22.0,27.0,3604,MANHATTAN,4019,8330,MARINO/VINO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,507.0,KIT BOTA CUÑA (507),5519.0
153710,15.0,21.0,1491,VAVITO,4212,4970,NEGRO,AI,1,CALZADO,8,NIÑA,42,BOTA,127,MONTAR,0.0,,2600.0
166108,22.0,27.0,2804,JESSY SPORT,106,4970,NEGRO,SI,1,CALZADO,5,DAMA,523,SUECO,17,CONFORT,1897.0,SUECO CONFORT (1897),5216.0
166111,22.0,28.0,2754,ADDICTION TO COMFORT,431,4970,NEGRO,SN,1,CALZADO,5,DAMA,66,CHOCLO,17,CONFORT,1890.0,CERRADO LICRA (1890),2913.0
166113,22.0,27.0,2546,VACCARO,9043,4970,NEGRO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,554.0,MOCASIN SUELA CORRIDA (554),7625.0
166114,22.0,27.0,2546,VACCARO,9043,924,VINO,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,554.0,MOCASIN SUELA CORRIDA (554),3565.0
166115,22.0,27.0,2546,VACCARO,9043,3682,INOX,SI,1,CALZADO,5,DAMA,66,CHOCLO,12,CASUAL,554.0,MOCASIN SUELA CORRIDA (554),4431.0
